distribution,order_size,condition_index,seed,order,exact_distance,exact_runtime,s_shape_distance,s_shape_gap,s_shape_runtime,return_distance,return_gap,return_runtime,largest_gap_distance,largest_gap_gap,largest_gap_runtime,dqn_completed,dqn_truncated,dqn_all_items_collected,dqn_all_picked_no_finish,dqn_distance,dqn_partial_distance,dqn_gap,dqn_steps,dqn_valid_actions,dqn_invalid_actions,dqn_invalid_action_rate,dqn_items_collected,dqn_items_remaining,dqn_collection_fraction,dqn_runtime,dqn_improvement_vs_s_shape,dqn_improvement_vs_return,dqn_improvement_vs_largest_gap
uniform,10,11,510010,"[(2, 7), (2, 13), (3, 3), (4, 15), (7, 1), (7, 5), (10, 3), (10, 5), (10, 13), (11, 15)]",94.0,0.0007167919538915157,108.0,14.893617021276595,8.929101750254631e-05,130.0,38.297872340425535,8.533382788300514e-05,94.0,0.0,8.474988862872124e-05,True,False,True,False,130.0,130.0,38.297872340425535,130,130,0,0.0,10,0,1.0,0.01513220788910985,-20.37037037037037,0.0,-38.297872340425535
uniform,10,12,510011,"[(2, 5), (3, 15), (5, 13), (7, 1), (7, 5), (7, 7), (7, 15), (9, 13), (10, 7), (10, 11)]",100.0,0.0007230001501739025,108.0,8.0,8.695805445313454e-05,130.0,30.0,8.416688069701195e-05,104.0,4.0,8.375011384487152e-05,True,False,True,False,130.0,130.0,30.0,130,130,0,0.0,10,0,1.0,0.014884874690324068,-20.37037037037037,0.0,-25.0
uniform,10,13,510012,"[(1, 3), (3, 11), (3, 13), (5, 1), (7, 11), (8, 7), (9, 9), (10, 1), (12, 3), (12, 5)]",82.0,0.0006561251357197762,130.0,58.536585365853654,0.00010250043123960495,148.0,80.48780487804879,9.208312258124352e-05,90.0,9.75609756097561,9.091710671782494e-05,True,False,True,False,148.0,148.0,80.48780487804879,148,148,0,0.0,10,0,1.0,0.016558959148824215,-13.846153846153847,0.0,-64.44444444444444
uniform,10,14,510013,"[(1, 7), (2, 7), (3, 3), (3, 13), (3, 15), (4, 9), (5, 11), (8, 13), (11, 7), (12, 1)]",94.0,0.0007075830362737179,134.0,42.5531914893617,8.779112249612808e-05,122.0,29.78723404255319,8.312519639730453e-05,104.0,10.638297872340425,8.412497118115425e-05,True,False,True,False,122.0,122.0,29.78723404255319,122,122,0,0.0,10,0,1.0,0.013291125185787678,8.955223880597014,0.0,-17.307692307692307
uniform,10,15,510014,"[(1, 1), (2, 7), (5, 3), (7, 1), (8, 9), (9, 5), (10, 1), (10, 15), (11, 15), (12, 1)]",84.0,0.000681375153362751,108.0,28.57142857142857,9.487476199865341e-05,124.0,47.61904761904761,8.287513628602028e-05,88.0,4.761904761904762,8.458318188786507e-05,False,True,False,False,nan,250.0,nan,250,250,0,0.0,7,3,0.7,0.027737957891076803,nan,nan,nan
uniform,10,16,510015,"[(1, 11), (1, 13), (3, 15), (5, 15), (6, 1), (9, 1), (9, 5), (9, 7), (10, 11), (11, 7)]",82.0,0.000710334163159132,108.0,31.70731707317073,9.137485176324844e-05,120.0,46.34146341463415,8.583301678299904e-05,82.0,0.0,8.745817467570305e-05,True,False,True,False,120.0,120.0,46.34146341463415,120,120,0,0.0,10,0,1.0,0.01585958292707801,-11.11111111111111,0.0,-46.34146341463415
uniform,10,17,510016,"[(2, 11), (4, 11), (6, 9), (7, 9), (7, 13), (8, 3), (8, 7), (8, 13), (11, 11), (12, 5)]",90.0,0.0006880001164972782,104.0,15.555555555555555,9.191734716296196e-05,134.0,48.888888888888886,8.095940575003624e-05,90.0,0.0,8.337525650858879e-05,True,False,True,False,134.0,134.0,48.888888888888886,134,134,0,0.0,10,0,1.0,0.015378416050225496,-28.846153846153843,0.0,-48.888888888888886
uniform,10,18,510017,"[(1, 1), (3, 1), (3, 11), (3, 13), (4, 7), (6, 3), (8, 9), (9, 1), (10, 5), (12, 9)]",90.0,0.0006573749706149101,130.0,44.44444444444444,0.0002643750049173832,120.0,33.33333333333333,8.791685104370117e-05,94.0,4.444444444444445,8.695805445313454e-05,True,False,True,False,120.0,120.0,33.33333333333333,120,120,0,0.0,10,0,1.0,0.013158584013581276,7.6923076923076925,0.0,-27.659574468085108
uniform,10,19,510018,"[(1, 11), (2, 11), (3, 7), (5, 9), (5, 15), (9, 1), (10, 5), (11, 3), (11, 5), (12, 11)]",88.0,0.0007151667959988117,134.0,52.27272727272727,9.012455120682716e-05,142.0,61.36363636363637,8.474988862872124e-05,88.0,0.0,8.583441376686096e-05,True,False,True,False,142.0,142.0,61.36363636363637,142,142,0,0.0,10,0,1.0,0.01620933273807168,-5.970149253731343,0.0,-61.36363636363637
uniform,10,20,510019,"[(2, 11), (3, 7), (4, 1), (4, 11), (5, 9), (7, 9), (9, 1), (10, 7), (12, 5), (12, 7)]",70.0,0.001752291340380907,100.0,42.857142857142854,9.55420546233654e-05,110.0,57.14285714285714,8.65827314555645e-05,76.0,8.571428571428571,8.599972352385521e-05,True,False,True,False,110.0,110.0,57.14285714285714,110,110,0,0.0,10,0,1.0,0.012600792106240988,-10.0,0.0,-44.73684210526316
uniform,10,21,510020,"[(1, 1), (1, 5), (2, 3), (2, 11), (5, 13), (6, 7), (6, 11), (6, 15), (10, 9), (11, 1)]",102.0,0.0007077916525304317,134.0,31.372549019607842,9.375018998980522e-05,124.0,21.568627450980394,8.479086682200432e-05,102.0,0.0,8.545815944671631e-05,True,False,True,False,124.0,124.0,21.568627450980394,124,124,0,0.0,10,0,1.0,0.013255124911665916,7.462686567164178,0.0,-21.568627450980394
uniform,10,22,510021,"[(3, 1), (4, 1), (7, 13), (8, 3), (8, 9), (9, 11), (9, 15), (10, 1), (12, 9), (12, 11)]",92.0,0.0007350421510636806,108.0,17.391304347826086,9.083375334739685e-05,146.0,58.69565217391305,8.629169315099716e-05,96.0,4.3478260869565215,8.841603994369507e-05,True,False,True,False,146.0,146.0,58.69565217391305,146,146,0,0.0,10,0,1.0,0.0161680830642581,-35.18518518518518,0.0,-52.083333333333336
uniform,10,23,510022,"[(2, 3), (2, 7), (5, 11), (8, 7), (8, 11), (9, 7), (10, 13), (11, 7), (11, 11), (11, 15)]",70.0,0.0007557920180261135,108.0,54.285714285714285,8.845794945955276e-05,120.0,71.42857142857143,8.133286610245705e-05,92.0,31.428571428571427,8.208304643630981e-05,False,True,False,False,nan,36.0,nan,250,36,214,85.6,5,5,0.5,0.027439500205218792,nan,nan,nan
uniform,10,24,510023,"[(1, 3), (1, 7), (2, 9), (4, 7), (5, 5), (5, 7), (6, 7), (6, 15), (8, 15), (10, 3)]",82.0,0.0007154173217713833,108.0,31.70731707317073,9.074993431568146e-05,92.0,12.195121951219512,8.366722613573074e-05,82.0,0.0,8.395779877901077e-05,True,False,True,False,92.0,92.0,12.195121951219512,92,92,0,0.0,10,0,1.0,0.01026862533763051,14.814814814814813,0.0,-12.195121951219512
uniform,10,25,510024,"[(1, 3), (1, 11), (1, 15), (5, 9), (6, 11), (7, 13), (9, 3), (9, 9), (10, 13), (11, 11)]",84.0,0.0006854170933365822,108.0,28.57142857142857,8.49161297082901e-05,110.0,30.952380952380953,8.258270099759102e-05,100.0,19.047619047619047,8.49580392241478e-05,True,False,True,False,110.0,110.0,30.952380952380953,110,110,0,0.0,10,0,1.0,0.01225816598162055,-1.8518518518518516,0.0,-10.0
uniform,10,26,510025,"[(1, 5), (1, 7), (3, 13), (4, 1), (6, 15), (8, 5), (9, 7), (9, 11), (11, 9), (12, 9)]",92.0,0.0007816660217940807,134.0,45.65217391304348,8.675036951899529e-05,132.0,43.47826086956522,8.375011384487152e-05,96.0,4.3478260869565215,8.316710591316223e-05,True,False,True,False,132.0,132.0,43.47826086956522,132,132,0,0.0,10,0,1.0,0.02430341625586152,1.4925373134328357,0.0,-37.5
uniform,10,27,510026,"[(2, 15), (3, 15), (4, 3), (5, 13), (7, 1), (8, 11), (8, 13), (11, 7), (11, 13), (12, 7)]",84.0,0.0006555840373039246,108.0,28.57142857142857,8.27917829155922e-05,120.0,42.857142857142854,7.904227823019028e-05,94.0,11.904761904761903,8.091703057289124e-05,True,False,True,False,120.0,120.0,42.857142857142854,120,120,0,0.0,10,0,1.0,0.012747291941195726,-11.11111111111111,0.0,-27.659574468085108
uniform,10,28,510027,"[(2, 5), (4, 11), (5, 5), (5, 13), (6, 5), (6, 11), (8, 7), (9, 15), (10, 5), (11, 7)]",86.0,0.0006101671606302261,108.0,25.581395348837212,7.945811375975609e-05,112.0,30.23255813953488,7.812492549419403e-05,88.0,2.3255813953488373,7.858267053961754e-05,True,False,True,False,112.0,112.0,30.23255813953488,112,112,0,0.0,10,0,1.0,0.011826790869235992,-3.7037037037037033,0.0,-27.27272727272727
uniform,10,29,510028,"[(1, 3), (2, 7), (2, 15), (3, 13), (4, 15), (6, 9), (8, 5), (10, 5), (11, 1), (12, 5)]",86.0,0.0006136251613497734,134.0,55.81395348837209,8.04578885436058e-05,108.0,25.581395348837212,7.920805364847183e-05,90.0,4.651162790697675,8.158385753631592e-05,True,False,True,False,108.0,108.0,25.581395348837212,108,108,0,0.0,10,0,1.0,0.01141104195266962,19.402985074626866,0.0,-20.0
uniform,10,30,510029,"[(1, 7), (2, 3), (2, 13), (5, 7), (6, 5), (8, 5), (9, 1), (11, 11), (12, 5), (12, 11)]",84.0,0.0005520000122487545,104.0,23.809523809523807,8.158385753631592e-05,110.0,30.952380952380953,7.845787331461906e-05,84.0,0.0,7.899990305304527e-05,True,False,True,False,110.0,110.0,30.952380952380953,110,110,0,0.0,10,0,1.0,0.01160987513139844,-5.769230769230769,0.0,-30.952380952380953
uniform,10,31,510030,"[(4, 11), (5, 11), (5, 15), (6, 11), (7, 15), (9, 9), (9, 11), (11, 3), (12, 1), (12, 9)]",82.0,0.0006132922135293484,108.0,31.70731707317073,7.912470027804375e-05,132.0,60.97560975609756,7.858313620090485e-05,86.0,4.878048780487805,7.895799353718758e-05,True,False,True,False,132.0,132.0,60.97560975609756,132,132,0,0.0,10,0,1.0,0.013900499790906906,-22.22222222222222,0.0,-53.48837209302325
uniform,10,32,510031,"[(3, 1), (3, 7), (6, 1), (6, 3), (8, 3), (8, 11), (9, 9), (11, 11), (12, 1), (12, 11)]",76.0,0.0004735826514661312,100.0,31.57894736842105,7.9374760389328e-05,110.0,44.73684210526316,7.800012826919556e-05,76.0,0.0,7.816730067133904e-05,True,False,True,False,110.0,110.0,44.73684210526316,110,110,0,0.0,10,0,1.0,0.011573540978133678,-10.0,0.0,-44.73684210526316
uniform,10,33,510032,"[(1, 3), (1, 5), (3, 7), (3, 13), (4, 11), (7, 5), (8, 1), (9, 9), (10, 1), (11, 11)]",88.0,0.000552124809473753,130.0,47.72727272727273,7.858313620090485e-05,114.0,29.545454545454547,7.791677489876747e-05,94.0,6.8181818181818175,8.029164746403694e-05,True,False,True,False,114.0,114.0,29.545454545454547,114,114,0,0.0,10,0,1.0,0.012020000256597996,12.307692307692308,0.0,-21.27659574468085
uniform,10,34,510033,"[(1, 3), (3, 5), (3, 15), (4, 9), (6, 5), (7, 7), (7, 11), (9, 1), (11, 3), (12, 5)]",102.0,0.000610582996159792,134.0,31.372549019607842,7.904088124632835e-05,136.0,33.33333333333333,7.7791977673769e-05,108.0,5.88235294117647,8.087465539574623e-05,True,False,True,False,136.0,136.0,33.33333333333333,136,136,0,0.0,10,0,1.0,0.014357209205627441,-1.4925373134328357,0.0,-25.925925925925924
uniform,10,35,510034,"[(1, 9), (2, 1), (2, 13), (3, 1), (5, 9), (8, 11), (9, 1), (9, 7), (10, 13), (12, 11)]",80.0,0.0005506249144673347,104.0,30.0,7.854169234633446e-05,116.0,45.0,7.754098623991013e-05,80.0,0.0,7.812492549419403e-05,True,False,True,False,116.0,116.0,45.0,116,116,0,0.0,10,0,1.0,0.012260292191058397,-11.538461538461538,0.0,-45.0
uniform,10,36,510035,"[(1, 7), (2, 3), (3, 11), (3, 13), (4, 9), (6, 1), (8, 9), (9, 13), (10, 5), (12, 13)]",86.0,0.0005565001629292965,130.0,51.162790697674424,8.058268576860428e-05,110.0,27.906976744186046,7.920805364847183e-05,86.0,0.0,8.029211312532425e-05,True,False,True,False,110.0,110.0,27.906976744186046,110,110,0,0.0,10,0,1.0,0.011639374773949385,15.384615384615385,0.0,-27.906976744186046
uniform,10,37,510036,"[(1, 13), (2, 1), (2, 13), (3, 1), (3, 13), (4, 5), (4, 9), (5, 3), (11, 1), (11, 15)]",86.0,0.0006073331460356712,108.0,25.581395348837212,7.920898497104645e-05,106.0,23.25581395348837,7.825018838047981e-05,88.0,2.3255813953488373,8.024973794817924e-05,True,False,True,False,106.0,106.0,23.25581395348837,106,106,0,0.0,10,0,1.0,0.011198292020708323,1.8518518518518516,0.0,-20.454545454545457
uniform,10,38,510037,"[(1, 3), (1, 11), (2, 1), (2, 7), (3, 9), (6, 11), (8, 1), (10, 3), (11, 11), (12, 9)]",68.0,0.0004996666684746742,100.0,47.05882352941176,7.891608402132988e-05,108.0,58.82352941176471,7.795915007591248e-05,68.0,0.0,8.179200813174248e-05,True,False,True,False,108.0,108.0,58.82352941176471,108,108,0,0.0,10,0,1.0,0.011444500181823969,-8.0,0.0,-58.82352941176471
uniform,10,39,510038,"[(2, 3), (5, 5), (6, 9), (7, 7), (8, 5), (8, 13), (10, 3), (11, 1), (11, 5), (12, 5)]",96.0,0.0005401666276156902,104.0,8.333333333333332,8.016731590032578e-05,134.0,39.58333333333333,7.862504571676254e-05,102.0,6.25,7.899990305304527e-05,True,False,True,False,134.0,134.0,39.58333333333333,134,134,0,0.0,10,0,1.0,0.014113707933574915,-28.846153846153843,0.0,-31.372549019607842
uniform,10,40,510039,"[(2, 5), (3, 7), (3, 15), (4, 11), (6, 5), (6, 15), (7, 15), (9, 7), (9, 13), (11, 9)]",88.0,0.0006066672503948212,108.0,22.727272727272727,7.716706022620201e-05,122.0,38.63636363636363,7.816683501005173e-05,90.0,2.272727272727273,7.912516593933105e-05,True,False,True,False,122.0,122.0,38.63636363636363,122,122,0,0.0,10,0,1.0,0.013357541058212519,-12.962962962962962,0.0,-35.55555555555556
uniform,10,41,510040,"[(1, 3), (2, 7), (3, 5), (5, 7), (8, 1), (9, 1), (9, 15), (10, 13), (11, 3), (11, 13)]",82.0,0.0006340830586850643,108.0,31.70731707317073,8.379155769944191e-05,126.0,53.65853658536586,8.099991828203201e-05,84.0,2.4390243902439024,8.258316665887833e-05,True,False,True,False,126.0,126.0,53.65853658536586,126,126,0,0.0,10,0,1.0,0.013616333715617657,-16.666666666666664,0.0,-50.0
uniform,10,42,510041,"[(2, 5), (3, 9), (3, 11), (4, 3), (4, 11), (5, 3), (6, 5), (7, 11), (11, 3), (11, 11)]",66.0,0.0005016671493649483,74.0,12.121212121212121,8.38330015540123e-05,84.0,27.27272727272727,7.975008338689804e-05,66.0,0.0,8.04997980594635e-05,True,False,True,False,84.0,84.0,27.27272727272727,84,84,0,0.0,10,0,1.0,0.009094291366636753,-13.513513513513514,0.0,-27.27272727272727
uniform,10,43,510042,"[(2, 13), (4, 9), (6, 1), (7, 3), (9, 1), (9, 11), (9, 15), (10, 9), (11, 5), (12, 7)]",100.0,0.0006574578583240509,134.0,34.0,8.650030940771103e-05,168.0,68.0,8.054077625274658e-05,100.0,0.0,8.187536150217056e-05,True,False,True,False,168.0,168.0,68.0,168,168,0,0.0,10,0,1.0,0.018207416869699955,-25.37313432835821,0.0,-68.0
uniform,10,44,510043,"[(3, 7), (4, 11), (5, 3), (5, 11), (7, 5), (8, 3), (8, 5), (9, 11), (10, 5), (12, 5)]",66.0,0.0005014999769628048,74.0,12.121212121212121,8.445791900157928e-05,86.0,30.303030303030305,8.129095658659935e-05,66.0,0.0,8.104182779788971e-05,True,False,True,False,86.0,86.0,30.303030303030305,86,86,0,0.0,10,0,1.0,0.009382042102515697,-16.216216216216218,0.0,-30.303030303030305
uniform,10,45,510044,"[(1, 1), (1, 11), (2, 3), (4, 5), (4, 13), (4, 15), (7, 15), (8, 9), (8, 13), (9, 7)]",96.0,0.000626124907284975,134.0,39.58333333333333,8.045881986618042e-05,110.0,14.583333333333334,7.975008338689804e-05,104.0,8.333333333333332,8.124997839331627e-05,True,False,True,False,110.0,110.0,14.583333333333334,110,110,0,0.0,10,0,1.0,0.011676459107547998,17.91044776119403,0.0,-5.769230769230769
uniform,10,46,510045,"[(1, 7), (1, 15), (2, 11), (4, 13), (5, 1), (5, 9), (6, 9), (9, 13), (10, 1), (12, 13)]",76.0,0.0006174161098897457,108.0,42.10526315789473,8.066697046160698e-05,94.0,23.684210526315788,8.033402264118195e-05,90.0,18.421052631578945,8.104182779788971e-05,True,False,True,False,94.0,94.0,23.684210526315788,94,94,0,0.0,10,0,1.0,0.009948582854121923,12.962962962962962,0.0,-4.444444444444445
uniform,10,47,510046,"[(2, 7), (3, 3), (5, 9), (7, 5), (7, 13), (7, 15), (8, 9), (10, 1), (10, 5), (12, 13)]",102.0,0.0006249169819056988,134.0,31.372549019607842,8.00001434981823e-05,134.0,31.372549019607842,7.895892485976219e-05,106.0,3.9215686274509802,7.962528616189957e-05,True,False,True,False,134.0,134.0,31.372549019607842,134,134,0,0.0,10,0,1.0,0.014178582932800055,0.0,0.0,-26.41509433962264
uniform,10,48,510047,"[(4, 7), (4, 15), (5, 5), (6, 7), (7, 15), (8, 1), (8, 11), (11, 1), (11, 11), (12, 9)]",90.0,0.0006150840781629086,108.0,20.0,7.987488061189651e-05,134.0,48.888888888888886,7.787486538290977e-05,90.0,0.0,7.899990305304527e-05,True,False,True,False,134.0,134.0,48.888888888888886,134,134,0,0.0,10,0,1.0,0.01418583421036601,-24.074074074074073,0.0,-48.888888888888886
uniform,10,49,510048,"[(2, 5), (2, 15), (3, 5), (3, 9), (6, 1), (6, 15), (7, 13), (8, 15), (10, 9), (10, 13)]",86.0,0.000612541101872921,108.0,25.581395348837212,7.99163244664669e-05,104.0,20.930232558139537,7.895892485976219e-05,86.0,0.0,8.170772343873978e-05,True,False,True,False,104.0,104.0,20.930232558139537,104,104,0,0.0,10,0,1.0,0.01098245894536376,3.7037037037037033,0.0,-20.930232558139537
uniform,10,50,510049,"[(2, 13), (4, 3), (4, 7), (5, 7), (5, 15), (7, 11), (10, 3), (10, 7), (12, 1), (12, 5)]",92.0,0.0006114169955253601,134.0,45.65217391304348,8.258316665887833e-05,146.0,58.69565217391305,7.88327306509018e-05,104.0,13.043478260869565,8.04578885436058e-05,True,False,True,False,146.0,146.0,58.69565217391305,146,146,0,0.0,10,0,1.0,0.015434083063155413,-8.955223880597014,0.0,-40.38461538461539
uniform,15,1,520000,"[(1, 3), (2, 3), (3, 5), (3, 13), (4, 11), (6, 3), (6, 13), (8, 13), (9, 7), (10, 7), (10, 11), (11, 1), (11, 5), (12, 3), (12, 13)]",92.0,0.0005703750066459179,104.0,13.043478260869565,8.050026372075081e-05,158.0,71.73913043478261,7.966626435518265e-05,98.0,6.521739130434782,8.250027894973755e-05,False,True,False,False,nan,2.0,nan,250,2,248,99.2,0,15,0.0,0.026752709411084652,nan,nan,nan
uniform,15,2,520001,"[(3, 7), (4, 7), (4, 9), (4, 13), (5, 7), (5, 11), (6, 13), (7, 9), (8, 5), (8, 11), (8, 15), (9, 15), (10, 5), (10, 7), (11, 3)]",114.0,0.0006369170732796192,134.0,17.543859649122805,8.108280599117279e-05,152.0,33.33333333333333,8.041597902774811e-05,124.0,8.771929824561402,8.225021883845329e-05,True,False,True,False,152.0,152.0,33.33333333333333,152,152,0,0.0,15,0,1.0,0.017086832784116268,-13.432835820895523,0.0,-22.58064516129032
uniform,15,3,520002,"[(2, 1), (3, 9), (4, 3), (4, 13), (5, 9), (5, 15), (6, 3), (6, 7), (7, 7), (7, 11), (8, 9), (10, 1), (10, 13), (11, 1), (12, 13)]",116.0,0.0007040831260383129,134.0,15.517241379310345,8.641602471470833e-05,142.0,22.413793103448278,8.216686546802521e-05,124.0,6.896551724137931,8.424976840615273e-05,True,False,True,False,142.0,142.0,22.413793103448278,142,142,0,0.0,15,0,1.0,0.01597995776683092,-5.970149253731343,0.0,-14.516129032258066
uniform,15,4,520003,"[(1, 3), (1, 13), (2, 1), (4, 5), (4, 13), (4, 15), (5, 15), (6, 9), (9, 5), (9, 7), (10, 1), (10, 3), (12, 3), (12, 9), (12, 13)]",108.0,0.0007071252912282944,134.0,24.074074074074073,8.400017395615578e-05,168.0,55.55555555555556,8.175009861588478e-05,112.0,3.7037037037037033,8.32919031381607e-05,True,False,True,False,168.0,168.0,55.55555555555556,168,168,0,0.0,15,0,1.0,0.0178803326562047,-25.37313432835821,0.0,-50.0
uniform,15,5,520004,"[(1, 15), (3, 5), (3, 7), (3, 11), (3, 13), (4, 11), (5, 3), (5, 13), (6, 1), (7, 13), (8, 3), (8, 9), (10, 15), (11, 11), (12, 5)]",116.0,0.000687833409756422,134.0,15.517241379310345,8.262507617473602e-05,160.0,37.93103448275862,8.28341580927372e-05,122.0,5.172413793103448,8.308421820402145e-05,True,False,True,False,160.0,160.0,37.93103448275862,160,160,0,0.0,15,0,1.0,0.017941292375326157,-19.402985074626866,0.0,-31.147540983606557
uniform,15,6,520005,"[(1, 1), (1, 3), (1, 11), (2, 3), (3, 9), (4, 1), (4, 5), (4, 9), (6, 1), (7, 1), (7, 9), (8, 3), (9, 1), (11, 9), (12, 7)]",74.0,0.0005800831131637096,100.0,35.13513513513514,8.762488141655922e-05,112.0,51.35135135135135,8.291611447930336e-05,90.0,21.62162162162162,8.462509140372276e-05,True,False,True,False,112.0,112.0,51.35135135135135,112,112,0,0.0,15,0,1.0,0.012309750076383352,-12.0,0.0,-24.444444444444443
uniform,15,7,520006,"[(2, 1), (4, 1), (5, 3), (6, 7), (6, 11), (8, 5), (8, 11), (9, 1), (9, 3), (10, 1), (10, 3), (10, 9), (10, 11), (12, 1), (12, 5)]",90.0,0.0005222908221185207,100.0,11.11111111111111,8.150003850460052e-05,142.0,57.77777777777777,8.133286610245705e-05,92.0,2.2222222222222223,8.175009861588478e-05,False,True,False,False,nan,250.0,nan,250,250,0,0.0,11,4,0.7333333333333333,0.027535666711628437,nan,nan,nan
uniform,15,8,520007,"[(1, 3), (3, 7), (4, 1), (4, 5), (4, 15), (5, 5), (6, 5), (6, 11), (6, 13), (7, 1), (8, 5), (10, 7), (11, 13), (12, 3), (12, 7)]",106.0,0.0006799576804041862,134.0,26.41509433962264,8.150003850460052e-05,150.0,41.509433962264154,8.170818910002708e-05,114.0,7.547169811320755,8.312519639730453e-05,True,False,True,False,150.0,150.0,41.509433962264154,150,150,0,0.0,15,0,1.0,0.0158589999191463,-11.940298507462686,0.0,-31.57894736842105
uniform,15,9,520008,"[(1, 5), (1, 7), (3, 9), (4, 9), (4, 15), (5, 3), (5, 13), (7, 9), (8, 13), (9, 5), (9, 7), (9, 13), (10, 3), (11, 15), (12, 7)]",102.0,0.0006317906081676483,108.0,5.88235294117647,8.037500083446503e-05,146.0,43.13725490196079,7.983297109603882e-05,106.0,3.9215686274509802,8.020782843232155e-05,True,False,True,False,146.0,146.0,43.13725490196079,146,146,0,0.0,15,0,1.0,0.015478499699383974,-35.18518518518518,0.0,-37.735849056603776
uniform,15,10,520009,"[(1, 5), (1, 9), (2, 5), (3, 5), (4, 1), (4, 3), (5, 11), (7, 3), (7, 13), (8, 3), (8, 9), (9, 13), (10, 5), (11, 3), (12, 1)]",100.0,0.0005707084201276302,104.0,4.0,8.00001434981823e-05,136.0,36.0,8.025020360946655e-05,104.0,4.0,8.154194802045822e-05,True,False,True,False,136.0,136.0,36.0,136,136,0,0.0,15,0,1.0,0.014353749807924032,-30.76923076923077,0.0,-30.76923076923077
uniform,15,11,520010,"[(1, 11), (1, 13), (2, 5), (3, 7), (4, 1), (5, 11), (6, 5), (6, 13), (8, 3), (8, 7), (8, 11), (9, 7), (10, 15), (12, 9), (12, 13)]",110.0,0.0006482498720288277,134.0,21.818181818181817,8.212495595216751e-05,168.0,52.72727272727272,8.241692557930946e-05,126.0,14.545454545454545,8.487515151500702e-05,True,False,True,False,168.0,168.0,52.72727272727272,168,168,0,0.0,15,0,1.0,0.017785375006496906,-25.37313432835821,0.0,-33.33333333333333
uniform,15,12,520011,"[(1, 11), (1, 15), (4, 1), (5, 7), (5, 9), (6, 11), (7, 3), (7, 5), (7, 13), (9, 5), (10, 1), (10, 15), (11, 9), (11, 11), (12, 13)]",128.0,0.0006424589082598686,134.0,4.6875,7.908372208476067e-05,180.0,40.625,8.033262565732002e-05,132.0,3.125,8.224975317716599e-05,True,False,True,False,180.0,180.0,40.625,180,180,0,0.0,15,0,1.0,0.019922416657209396,-34.32835820895522,0.0,-36.36363636363637
uniform,15,13,520012,"[(1, 1), (1, 3), (2, 5), (6, 15), (7, 9), (8, 5), (8, 7), (8, 15), (9, 15), (10, 3), (10, 5), (10, 11), (11, 5), (12, 1), (12, 9)]",104.0,0.0007003750652074814,134.0,28.846153846153843,8.591590449213982e-05,174.0,67.3076923076923,8.254218846559525e-05,106.0,1.9230769230769231,8.55419784784317e-05,True,False,True,False,174.0,174.0,67.3076923076923,174,174,0,0.0,15,0,1.0,0.018813957925885916,-29.850746268656714,0.0,-64.15094339622641
uniform,15,14,520013,"[(1, 9), (2, 13), (3, 5), (3, 7), (3, 13), (4, 5), (4, 13), (5, 5), (7, 13), (9, 3), (10, 5), (10, 15), (11, 1), (12, 1), (12, 13)]",90.0,0.0006351671181619167,134.0,48.888888888888886,8.329097181558609e-05,144.0,60.0,8.220784366130829e-05,104.0,15.555555555555555,8.50842334330082e-05,True,False,True,False,144.0,144.0,60.0,144,144,0,0.0,15,0,1.0,0.015499542001634836,-7.462686567164178,0.0,-38.46153846153847
uniform,15,15,520014,"[(1, 15), (2, 3), (2, 5), (2, 7), (3, 11), (4, 11), (5, 1), (5, 13), (5, 15), (6, 7), (6, 9), (7, 3), (9, 3), (11, 11), (11, 15)]",116.0,0.0006514997221529484,134.0,15.517241379310345,8.195824921131134e-05,140.0,20.689655172413794,8.308328688144684e-05,122.0,5.172413793103448,8.433312177658081e-05,True,False,True,False,140.0,140.0,20.689655172413794,140,140,0,0.0,15,0,1.0,0.01519745821133256,-4.477611940298507,0.0,-14.754098360655737
uniform,15,16,520015,"[(2, 7), (4, 3), (4, 7), (4, 15), (6, 5), (7, 1), (7, 5), (7, 9), (8, 13), (9, 7), (9, 9), (10, 9), (11, 3), (11, 11), (12, 5)]",118.0,0.0006404169835150242,134.0,13.559322033898304,8.17091204226017e-05,174.0,47.45762711864407,8.229212835431099e-05,124.0,5.084745762711865,8.44588503241539e-05,True,False,True,False,174.0,174.0,47.45762711864407,174,174,0,0.0,15,0,1.0,0.018757499754428864,-29.850746268656714,0.0,-40.32258064516129
uniform,15,17,520016,"[(2, 9), (3, 5), (3, 11), (4, 13), (5, 1), (6, 5), (7, 9), (7, 13), (8, 15), (9, 5), (9, 11), (10, 1), (11, 7), (11, 9), (11, 13)]",110.0,0.0006361249834299088,134.0,21.818181818181817,8.15410166978836e-05,168.0,52.72727272727272,8.208304643630981e-05,126.0,14.545454545454545,8.374964818358421e-05,True,False,True,False,168.0,168.0,52.72727272727272,168,168,0,0.0,15,0,1.0,0.018143624998629093,-25.37313432835821,0.0,-33.33333333333333
uniform,15,18,520017,"[(2, 7), (3, 15), (4, 7), (4, 9), (5, 9), (6, 1), (7, 3), (7, 13), (8, 3), (10, 1), (10, 5), (10, 9), (11, 3), (11, 9), (11, 15)]",108.0,0.0006302916444838047,134.0,24.074074074074073,8.220784366130829e-05,158.0,46.2962962962963,8.320901542901993e-05,110.0,1.8518518518518516,8.433312177658081e-05,True,False,True,False,158.0,158.0,46.2962962962963,158,158,0,0.0,15,0,1.0,0.01699016708880663,-17.91044776119403,0.0,-43.63636363636363
