distribution,order_size,condition_index,seed,heuristic,exact_distance,dqn_distance,heuristic_distance,dqn_minus_heuristic_distance,dqn_improvement_percent,dqn_optimality_gap,dqn_better_than_heuristic,same_distance
uniform,20,34,530033,Return,118.0,156.0,156.0,0.0,0.0,32.20338983050847,False,True
uniform,20,34,530033,Largest Gap,118.0,156.0,130.0,26.0,-20.0,32.20338983050847,False,False
uniform,20,35,530034,S-shape,112.0,172.0,134.0,38.0,-28.35820895522388,53.57142857142857,False,False
uniform,20,35,530034,Return,112.0,172.0,172.0,0.0,0.0,53.57142857142857,False,True
uniform,20,35,530034,Largest Gap,112.0,172.0,116.0,56.0,-48.275862068965516,53.57142857142857,False,False
uniform,20,36,530035,S-shape,114.0,160.0,134.0,26.0,-19.402985074626866,40.35087719298245,False,False
uniform,20,36,530035,Return,114.0,160.0,160.0,0.0,0.0,40.35087719298245,False,True
uniform,20,36,530035,Largest Gap,114.0,160.0,124.0,36.0,-29.03225806451613,40.35087719298245,False,False
uniform,20,37,530036,S-shape,132.0,188.0,134.0,54.0,-40.298507462686565,42.42424242424242,False,False
uniform,20,37,530036,Return,132.0,188.0,188.0,0.0,0.0,42.42424242424242,False,True
uniform,20,37,530036,Largest Gap,132.0,188.0,138.0,50.0,-36.231884057971016,42.42424242424242,False,False
uniform,20,38,530037,S-shape,108.0,166.0,134.0,32.0,-23.88059701492537,53.70370370370371,False,False
uniform,20,38,530037,Return,108.0,166.0,166.0,0.0,0.0,53.70370370370371,False,True
uniform,20,38,530037,Largest Gap,108.0,166.0,114.0,52.0,-45.614035087719294,53.70370370370371,False,False
uniform,20,39,530038,S-shape,122.0,160.0,134.0,26.0,-19.402985074626866,31.147540983606557,False,False
uniform,20,39,530038,Return,122.0,160.0,160.0,0.0,0.0,31.147540983606557,False,True
uniform,20,39,530038,Largest Gap,122.0,160.0,128.0,32.0,-25.0,31.147540983606557,False,False
uniform,20,41,530040,S-shape,118.0,156.0,134.0,22.0,-16.417910447761194,32.20338983050847,False,False
uniform,20,41,530040,Return,118.0,156.0,156.0,0.0,0.0,32.20338983050847,False,True
uniform,20,41,530040,Largest Gap,118.0,156.0,132.0,24.0,-18.181818181818183,32.20338983050847,False,False
uniform,20,42,530041,S-shape,114.0,170.0,134.0,36.0,-26.865671641791046,49.122807017543856,False,False
uniform,20,42,530041,Return,114.0,170.0,170.0,0.0,0.0,49.122807017543856,False,True
uniform,20,42,530041,Largest Gap,114.0,170.0,120.0,50.0,-41.66666666666667,49.122807017543856,False,False
uniform,20,43,530042,S-shape,118.0,180.0,134.0,46.0,-34.32835820895522,52.54237288135594,False,False
uniform,20,43,530042,Return,118.0,180.0,180.0,0.0,0.0,52.54237288135594,False,True
uniform,20,43,530042,Largest Gap,118.0,180.0,122.0,58.0,-47.540983606557376,52.54237288135594,False,False
uniform,20,44,530043,S-shape,116.0,172.0,134.0,38.0,-28.35820895522388,48.275862068965516,False,False
uniform,20,44,530043,Return,116.0,172.0,172.0,0.0,0.0,48.275862068965516,False,True
uniform,20,44,530043,Largest Gap,116.0,172.0,120.0,52.0,-43.333333333333336,48.275862068965516,False,False
uniform,20,45,530044,S-shape,110.0,176.0,134.0,42.0,-31.343283582089555,60.0,False,False
uniform,20,45,530044,Return,110.0,176.0,176.0,0.0,0.0,60.0,False,True
uniform,20,45,530044,Largest Gap,110.0,176.0,116.0,60.0,-51.724137931034484,60.0,False,False
uniform,20,46,530045,S-shape,112.0,188.0,134.0,54.0,-40.298507462686565,67.85714285714286,False,False
uniform,20,46,530045,Return,112.0,188.0,188.0,0.0,0.0,67.85714285714286,False,True
uniform,20,46,530045,Largest Gap,112.0,188.0,116.0,72.0,-62.06896551724138,67.85714285714286,False,False
uniform,20,47,530046,S-shape,100.0,148.0,134.0,14.0,-10.44776119402985,48.0,False,False
uniform,20,47,530046,Return,100.0,148.0,148.0,0.0,0.0,48.0,False,True
uniform,20,47,530046,Largest Gap,100.0,148.0,108.0,40.0,-37.03703703703704,48.0,False,False
uniform,20,48,530047,S-shape,106.0,150.0,134.0,16.0,-11.940298507462686,41.509433962264154,False,False
uniform,20,48,530047,Return,106.0,150.0,150.0,0.0,0.0,41.509433962264154,False,True
uniform,20,48,530047,Largest Gap,106.0,150.0,116.0,34.0,-29.310344827586203,41.509433962264154,False,False
uniform,20,49,530048,S-shape,98.0,184.0,134.0,50.0,-37.3134328358209,87.75510204081633,False,False
uniform,20,49,530048,Return,98.0,184.0,180.0,4.0,-2.2222222222222223,87.75510204081633,False,False
uniform,20,49,530048,Largest Gap,98.0,184.0,114.0,70.0,-61.40350877192983,87.75510204081633,False,False
uniform,20,50,530049,S-shape,118.0,162.0,134.0,28.0,-20.8955223880597,37.28813559322034,False,False
uniform,20,50,530049,Return,118.0,162.0,162.0,0.0,0.0,37.28813559322034,False,True
uniform,20,50,530049,Largest Gap,118.0,162.0,128.0,34.0,-26.5625,37.28813559322034,False,False
clustered,5,1,540000,S-shape,56.0,82.0,74.0,8.0,-10.81081081081081,46.42857142857143,False,False
clustered,5,1,540000,Return,56.0,82.0,82.0,0.0,0.0,46.42857142857143,False,True
clustered,5,1,540000,Largest Gap,56.0,82.0,58.0,24.0,-41.37931034482759,46.42857142857143,False,False
clustered,5,7,540006,S-shape,40.0,48.0,62.0,-14.0,22.58064516129032,20.0,True,False
clustered,5,7,540006,Return,40.0,48.0,48.0,0.0,0.0,20.0,False,True
clustered,5,7,540006,Largest Gap,40.0,48.0,40.0,8.0,-20.0,20.0,False,False
clustered,5,9,540008,S-shape,44.0,44.0,44.0,0.0,0.0,0.0,False,True
clustered,5,9,540008,Return,44.0,44.0,44.0,0.0,0.0,0.0,False,True
clustered,5,9,540008,Largest Gap,44.0,44.0,44.0,0.0,0.0,0.0,False,True
clustered,5,11,540010,S-shape,52.0,62.0,52.0,10.0,-19.230769230769234,19.230769230769234,False,False
clustered,5,11,540010,Return,52.0,62.0,62.0,0.0,0.0,19.230769230769234,False,True
clustered,5,11,540010,Largest Gap,52.0,62.0,52.0,10.0,-19.230769230769234,19.230769230769234,False,False
clustered,5,13,540012,S-shape,58.0,64.0,78.0,-14.0,17.94871794871795,10.344827586206897,True,False
clustered,5,13,540012,Return,58.0,64.0,64.0,0.0,0.0,10.344827586206897,False,True
clustered,5,13,540012,Largest Gap,58.0,64.0,62.0,2.0,-3.225806451612903,10.344827586206897,False,False
clustered,5,15,540014,S-shape,62.0,76.0,82.0,-6.0,7.317073170731707,22.58064516129032,True,False
clustered,5,15,540014,Return,62.0,76.0,76.0,0.0,0.0,22.58064516129032,False,True
clustered,5,15,540014,Largest Gap,62.0,76.0,62.0,14.0,-22.58064516129032,22.58064516129032,False,False
clustered,5,16,540015,S-shape,66.0,78.0,82.0,-4.0,4.878048780487805,18.181818181818183,True,False
clustered,5,16,540015,Return,66.0,78.0,78.0,0.0,0.0,18.181818181818183,False,True
clustered,5,16,540015,Largest Gap,66.0,78.0,72.0,6.0,-8.333333333333332,18.181818181818183,False,False
clustered,5,18,540017,S-shape,56.0,56.0,82.0,-26.0,31.70731707317073,0.0,True,False
clustered,5,18,540017,Return,56.0,56.0,56.0,0.0,0.0,0.0,False,True
clustered,5,18,540017,Largest Gap,56.0,56.0,68.0,-12.0,17.647058823529413,0.0,True,False
clustered,5,19,540018,S-shape,64.0,70.0,78.0,-8.0,10.256410256410255,9.375,True,False
clustered,5,19,540018,Return,64.0,70.0,70.0,0.0,0.0,9.375,False,True
clustered,5,19,540018,Largest Gap,64.0,70.0,66.0,4.0,-6.0606060606060606,9.375,False,False
clustered,5,21,540020,S-shape,54.0,70.0,74.0,-4.0,5.405405405405405,29.629629629629626,True,False
clustered,5,21,540020,Return,54.0,70.0,70.0,0.0,0.0,29.629629629629626,False,True
clustered,5,21,540020,Largest Gap,54.0,70.0,58.0,12.0,-20.689655172413794,29.629629629629626,False,False
clustered,5,22,540021,S-shape,66.0,86.0,82.0,4.0,-4.878048780487805,30.303030303030305,False,False
clustered,5,22,540021,Return,66.0,86.0,86.0,0.0,0.0,30.303030303030305,False,True
clustered,5,22,540021,Largest Gap,66.0,86.0,68.0,18.0,-26.47058823529412,30.303030303030305,False,False
clustered,5,23,540022,S-shape,48.0,56.0,48.0,8.0,-16.666666666666664,16.666666666666664,False,False
clustered,5,23,540022,Return,48.0,56.0,56.0,0.0,0.0,16.666666666666664,False,True
clustered,5,23,540022,Largest Gap,48.0,56.0,48.0,8.0,-16.666666666666664,16.666666666666664,False,False
clustered,5,25,540024,S-shape,62.0,72.0,78.0,-6.0,7.6923076923076925,16.129032258064516,True,False
clustered,5,25,540024,Return,62.0,72.0,72.0,0.0,0.0,16.129032258064516,False,True
clustered,5,25,540024,Largest Gap,62.0,72.0,64.0,8.0,-12.5,16.129032258064516,False,False
clustered,5,27,540026,S-shape,58.0,76.0,74.0,2.0,-2.7027027027027026,31.03448275862069,False,False
clustered,5,27,540026,Return,58.0,76.0,76.0,0.0,0.0,31.03448275862069,False,True
clustered,5,27,540026,Largest Gap,58.0,76.0,62.0,14.0,-22.58064516129032,31.03448275862069,False,False
clustered,5,28,540027,S-shape,54.0,64.0,74.0,-10.0,13.513513513513514,18.51851851851852,True,False
clustered,5,28,540027,Return,54.0,64.0,64.0,0.0,0.0,18.51851851851852,False,True
clustered,5,28,540027,Largest Gap,54.0,64.0,54.0,10.0,-18.51851851851852,18.51851851851852,False,False
clustered,5,29,540028,S-shape,62.0,78.0,82.0,-4.0,4.878048780487805,25.806451612903224,True,False
clustered,5,29,540028,Return,62.0,78.0,78.0,0.0,0.0,25.806451612903224,False,True
clustered,5,29,540028,Largest Gap,62.0,78.0,70.0,8.0,-11.428571428571429,25.806451612903224,False,False
clustered,5,31,540030,S-shape,56.0,58.0,74.0,-16.0,21.62162162162162,3.571428571428571,True,False
clustered,5,31,540030,Return,56.0,58.0,58.0,0.0,0.0,3.571428571428571,False,True
clustered,5,31,540030,Largest Gap,56.0,58.0,56.0,2.0,-3.571428571428571,3.571428571428571,False,False
clustered,5,32,540031,S-shape,54.0,54.0,82.0,-28.0,34.146341463414636,0.0,True,False
clustered,5,32,540031,Return,54.0,54.0,54.0,0.0,0.0,0.0,False,True
clustered,5,32,540031,Largest Gap,54.0,54.0,70.0,-16.0,22.857142857142858,0.0,True,False
clustered,5,35,540034,S-shape,48.0,50.0,48.0,2.0,-4.166666666666666,4.166666666666666,False,False
clustered,5,35,540034,Return,48.0,50.0,50.0,0.0,0.0,4.166666666666666,False,True
clustered,5,35,540034,Largest Gap,48.0,50.0,48.0,2.0,-4.166666666666666,4.166666666666666,False,False
clustered,5,36,540035,S-shape,62.0,68.0,82.0,-14.0,17.073170731707318,9.67741935483871,True,False
clustered,5,36,540035,Return,62.0,68.0,68.0,0.0,0.0,9.67741935483871,False,True
clustered,5,36,540035,Largest Gap,62.0,68.0,66.0,2.0,-3.0303030303030303,9.67741935483871,False,False
clustered,5,37,540036,S-shape,48.0,66.0,48.0,18.0,-37.5,37.5,False,False
clustered,5,37,540036,Return,48.0,66.0,66.0,0.0,0.0,37.5,False,True
clustered,5,37,540036,Largest Gap,48.0,66.0,48.0,18.0,-37.5,37.5,False,False
clustered,5,39,540038,S-shape,44.0,50.0,44.0,6.0,-13.636363636363635,13.636363636363635,False,False
clustered,5,39,540038,Return,44.0,50.0,50.0,0.0,0.0,13.636363636363635,False,True
clustered,5,39,540038,Largest Gap,44.0,50.0,44.0,6.0,-13.636363636363635,13.636363636363635,False,False
clustered,5,40,540039,S-shape,58.0,58.0,82.0,-24.0,29.268292682926827,0.0,True,False
clustered,5,40,540039,Return,58.0,58.0,58.0,0.0,0.0,0.0,False,True
clustered,5,40,540039,Largest Gap,58.0,58.0,58.0,0.0,0.0,0.0,False,True
clustered,5,41,540040,S-shape,44.0,62.0,44.0,18.0,-40.909090909090914,40.909090909090914,False,False
clustered,5,41,540040,Return,44.0,62.0,62.0,0.0,0.0,40.909090909090914,False,True
clustered,5,41,540040,Largest Gap,44.0,62.0,44.0,18.0,-40.909090909090914,40.909090909090914,False,False
clustered,5,42,540041,S-shape,62.0,72.0,78.0,-6.0,7.6923076923076925,16.129032258064516,True,False
clustered,5,42,540041,Return,62.0,72.0,72.0,0.0,0.0,16.129032258064516,False,True
clustered,5,42,540041,Largest Gap,62.0,72.0,62.0,10.0,-16.129032258064516,16.129032258064516,False,False
clustered,5,43,540042,S-shape,60.0,78.0,82.0,-4.0,4.878048780487805,30.0,True,False
clustered,5,43,540042,Return,60.0,78.0,78.0,0.0,0.0,30.0,False,True
clustered,5,43,540042,Largest Gap,60.0,78.0,60.0,18.0,-30.0,30.0,False,False
clustered,5,45,540044,S-shape,62.0,72.0,82.0,-10.0,12.195121951219512,16.129032258064516,True,False
clustered,5,45,540044,Return,62.0,72.0,72.0,0.0,0.0,16.129032258064516,False,True
clustered,5,45,540044,Largest Gap,62.0,72.0,66.0,6.0,-9.090909090909092,16.129032258064516,False,False
clustered,5,46,540045,S-shape,52.0,56.0,70.0,-14.0,20.0,7.6923076923076925,True,False
clustered,5,46,540045,Return,52.0,56.0,56.0,0.0,0.0,7.6923076923076925,False,True
clustered,5,46,540045,Largest Gap,52.0,56.0,52.0,4.0,-7.6923076923076925,7.6923076923076925,False,False
clustered,5,47,540046,S-shape,60.0,68.0,74.0,-6.0,8.108108108108109,13.333333333333334,True,False
clustered,5,47,540046,Return,60.0,68.0,68.0,0.0,0.0,13.333333333333334,False,True
clustered,5,47,540046,Largest Gap,60.0,68.0,60.0,8.0,-13.333333333333334,13.333333333333334,False,False
clustered,5,49,540048,S-shape,44.0,62.0,44.0,18.0,-40.909090909090914,40.909090909090914,False,False
clustered,5,49,540048,Return,44.0,62.0,62.0,0.0,0.0,40.909090909090914,False,True
clustered,5,49,540048,Largest Gap,44.0,62.0,44.0,18.0,-40.909090909090914,40.909090909090914,False,False
clustered,5,50,540049,S-shape,40.0,50.0,40.0,10.0,-25.0,25.0,False,False
clustered,5,50,540049,Return,40.0,50.0,50.0,0.0,0.0,25.0,False,True
clustered,5,50,540049,Largest Gap,40.0,50.0,40.0,10.0,-25.0,25.0,False,False
clustered,10,2,550001,S-shape,60.0,84.0,74.0,10.0,-13.513513513513514,40.0,False,False
clustered,10,2,550001,Return,60.0,84.0,84.0,0.0,0.0,40.0,False,True
clustered,10,2,550001,Largest Gap,60.0,84.0,66.0,18.0,-27.27272727272727,40.0,False,False
clustered,10,6,550005,S-shape,52.0,64.0,66.0,-2.0,3.0303030303030303,23.076923076923077,True,False
clustered,10,6,550005,Return,52.0,64.0,64.0,0.0,0.0,23.076923076923077,False,True
clustered,10,6,550005,Largest Gap,52.0,64.0,54.0,10.0,-18.51851851851852,23.076923076923077,False,False
clustered,10,9,550008,S-shape,56.0,74.0,78.0,-4.0,5.128205128205128,32.142857142857146,True,False
clustered,10,9,550008,Return,56.0,74.0,74.0,0.0,0.0,32.142857142857146,False,True
clustered,10,9,550008,Largest Gap,56.0,74.0,72.0,2.0,-2.7777777777777777,32.142857142857146,False,False
clustered,10,10,550009,S-shape,72.0,84.0,82.0,2.0,-2.4390243902439024,16.666666666666664,False,False
clustered,10,10,550009,Return,72.0,84.0,84.0,0.0,0.0,16.666666666666664,False,True
clustered,10,10,550009,Largest Gap,72.0,84.0,72.0,12.0,-16.666666666666664,16.666666666666664,False,False
clustered,10,11,550010,S-shape,62.0,78.0,74.0,4.0,-5.405405405405405,25.806451612903224,False,False
clustered,10,11,550010,Return,62.0,78.0,78.0,0.0,0.0,25.806451612903224,False,True
clustered,10,11,550010,Largest Gap,62.0,78.0,64.0,14.0,-21.875,25.806451612903224,False,False
clustered,10,12,550011,S-shape,64.0,74.0,78.0,-4.0,5.128205128205128,15.625,True,False
clustered,10,12,550011,Return,64.0,74.0,74.0,0.0,0.0,15.625,False,True
clustered,10,12,550011,Largest Gap,64.0,74.0,66.0,8.0,-12.121212121212121,15.625,False,False
clustered,10,13,550012,S-shape,48.0,68.0,62.0,6.0,-9.67741935483871,41.66666666666667,False,False
clustered,10,13,550012,Return,48.0,68.0,68.0,0.0,0.0,41.66666666666667,False,True
clustered,10,13,550012,Largest Gap,48.0,68.0,48.0,20.0,-41.66666666666667,41.66666666666667,False,False
clustered,10,15,550014,S-shape,54.0,66.0,66.0,0.0,0.0,22.22222222222222,False,True
clustered,10,15,550014,Return,54.0,66.0,66.0,0.0,0.0,22.22222222222222,False,True
clustered,10,15,550014,Largest Gap,54.0,66.0,54.0,12.0,-22.22222222222222,22.22222222222222,False,False
clustered,10,16,550015,S-shape,52.0,80.0,70.0,10.0,-14.285714285714285,53.84615384615385,False,False
clustered,10,16,550015,Return,52.0,80.0,80.0,0.0,0.0,53.84615384615385,False,True
clustered,10,16,550015,Largest Gap,52.0,80.0,60.0,20.0,-33.33333333333333,53.84615384615385,False,False
clustered,10,17,550016,S-shape,68.0,88.0,82.0,6.0,-7.317073170731707,29.411764705882355,False,False
clustered,10,17,550016,Return,68.0,88.0,88.0,0.0,0.0,29.411764705882355,False,True
clustered,10,17,550016,Largest Gap,68.0,88.0,68.0,20.0,-29.411764705882355,29.411764705882355,False,False
clustered,10,18,550017,S-shape,48.0,66.0,62.0,4.0,-6.451612903225806,37.5,False,False
clustered,10,18,550017,Return,48.0,66.0,66.0,0.0,0.0,37.5,False,True
clustered,10,18,550017,Largest Gap,48.0,66.0,52.0,14.0,-26.923076923076923,37.5,False,False
clustered,10,20,550019,S-shape,56.0,76.0,74.0,2.0,-2.7027027027027026,35.714285714285715,False,False
clustered,10,20,550019,Return,56.0,76.0,76.0,0.0,0.0,35.714285714285715,False,True
clustered,10,20,550019,Largest Gap,56.0,76.0,66.0,10.0,-15.151515151515152,35.714285714285715,False,False
clustered,10,21,550020,S-shape,70.0,90.0,82.0,8.0,-9.75609756097561,28.57142857142857,False,False
clustered,10,21,550020,Return,70.0,90.0,90.0,0.0,0.0,28.57142857142857,False,True
clustered,10,21,550020,Largest Gap,70.0,90.0,70.0,20.0,-28.57142857142857,28.57142857142857,False,False
clustered,10,22,550021,S-shape,60.0,78.0,82.0,-4.0,4.878048780487805,30.0,True,False
clustered,10,22,550021,Return,60.0,78.0,78.0,0.0,0.0,30.0,False,True
clustered,10,22,550021,Largest Gap,60.0,78.0,60.0,18.0,-30.0,30.0,False,False
clustered,10,23,550022,S-shape,66.0,94.0,78.0,16.0,-20.51282051282051,42.42424242424242,False,False
clustered,10,23,550022,Return,66.0,94.0,94.0,0.0,0.0,42.42424242424242,False,True
clustered,10,23,550022,Largest Gap,66.0,94.0,66.0,28.0,-42.42424242424242,42.42424242424242,False,False
clustered,10,24,550023,S-shape,60.0,90.0,78.0,12.0,-15.384615384615385,50.0,False,False
clustered,10,24,550023,Return,60.0,90.0,90.0,0.0,0.0,50.0,False,True
clustered,10,24,550023,Largest Gap,60.0,90.0,70.0,20.0,-28.57142857142857,50.0,False,False
clustered,10,25,550024,S-shape,52.0,66.0,66.0,0.0,0.0,26.923076923076923,False,True
clustered,10,25,550024,Return,52.0,66.0,66.0,0.0,0.0,26.923076923076923,False,True
clustered,10,25,550024,Largest Gap,52.0,66.0,52.0,14.0,-26.923076923076923,26.923076923076923,False,False
clustered,10,26,550025,S-shape,50.0,76.0,70.0,6.0,-8.571428571428571,52.0,False,False
clustered,10,26,550025,Return,50.0,76.0,76.0,0.0,0.0,52.0,False,True
clustered,10,26,550025,Largest Gap,50.0,76.0,50.0,26.0,-52.0,52.0,False,False
clustered,10,28,550027,S-shape,48.0,68.0,66.0,2.0,-3.0303030303030303,41.66666666666667,False,False
clustered,10,28,550027,Return,48.0,68.0,68.0,0.0,0.0,41.66666666666667,False,True
clustered,10,28,550027,Largest Gap,48.0,68.0,50.0,18.0,-36.0,41.66666666666667,False,False
clustered,10,29,550028,S-shape,52.0,68.0,66.0,2.0,-3.0303030303030303,30.76923076923077,False,False
clustered,10,29,550028,Return,52.0,68.0,68.0,0.0,0.0,30.76923076923077,False,True
clustered,10,29,550028,Largest Gap,52.0,68.0,52.0,16.0,-30.76923076923077,30.76923076923077,False,False
clustered,10,30,550029,S-shape,54.0,74.0,70.0,4.0,-5.714285714285714,37.03703703703704,False,False
clustered,10,30,550029,Return,54.0,74.0,74.0,0.0,0.0,37.03703703703704,False,True
clustered,10,30,550029,Largest Gap,54.0,74.0,58.0,16.0,-27.586206896551722,37.03703703703704,False,False
clustered,10,32,550031,S-shape,64.0,84.0,82.0,2.0,-2.4390243902439024,31.25,False,False
clustered,10,32,550031,Return,64.0,84.0,84.0,0.0,0.0,31.25,False,True
clustered,10,32,550031,Largest Gap,64.0,84.0,76.0,8.0,-10.526315789473683,31.25,False,False
clustered,10,33,550032,S-shape,70.0,94.0,82.0,12.0,-14.634146341463413,34.285714285714285,False,False
clustered,10,33,550032,Return,70.0,94.0,94.0,0.0,0.0,34.285714285714285,False,True
clustered,10,33,550032,Largest Gap,70.0,94.0,70.0,24.0,-34.285714285714285,34.285714285714285,False,False
clustered,10,34,550033,S-shape,56.0,88.0,74.0,14.0,-18.91891891891892,57.14285714285714,False,False
clustered,10,34,550033,Return,56.0,88.0,88.0,0.0,0.0,57.14285714285714,False,True
clustered,10,34,550033,Largest Gap,56.0,88.0,62.0,26.0,-41.935483870967744,57.14285714285714,False,False
clustered,10,35,550034,S-shape,62.0,80.0,78.0,2.0,-2.564102564102564,29.03225806451613,False,False
clustered,10,35,550034,Return,62.0,80.0,80.0,0.0,0.0,29.03225806451613,False,True
clustered,10,35,550034,Largest Gap,62.0,80.0,62.0,18.0,-29.03225806451613,29.03225806451613,False,False
clustered,10,36,550035,S-shape,64.0,86.0,78.0,8.0,-10.256410256410255,34.375,False,False
clustered,10,36,550035,Return,64.0,86.0,86.0,0.0,0.0,34.375,False,True
clustered,10,36,550035,Largest Gap,64.0,86.0,64.0,22.0,-34.375,34.375,False,False
clustered,10,38,550037,S-shape,70.0,90.0,82.0,8.0,-9.75609756097561,28.57142857142857,False,False
clustered,10,38,550037,Return,70.0,90.0,90.0,0.0,0.0,28.57142857142857,False,True
clustered,10,38,550037,Largest Gap,70.0,90.0,70.0,20.0,-28.57142857142857,28.57142857142857,False,False
clustered,10,40,550039,S-shape,44.0,74.0,62.0,12.0,-19.35483870967742,68.18181818181817,False,False
clustered,10,40,550039,Return,44.0,74.0,74.0,0.0,0.0,68.18181818181817,False,True
clustered,10,40,550039,Largest Gap,44.0,74.0,50.0,24.0,-48.0,68.18181818181817,False,False
clustered,10,41,550040,S-shape,70.0,80.0,82.0,-2.0,2.4390243902439024,14.285714285714285,True,False
clustered,10,41,550040,Return,70.0,80.0,80.0,0.0,0.0,14.285714285714285,False,True
clustered,10,41,550040,Largest Gap,70.0,80.0,76.0,4.0,-5.263157894736842,14.285714285714285,False,False
clustered,10,42,550041,S-shape,48.0,60.0,62.0,-2.0,3.225806451612903,25.0,True,False
clustered,10,42,550041,Return,48.0,60.0,60.0,0.0,0.0,25.0,False,True
clustered,10,42,550041,Largest Gap,48.0,60.0,52.0,8.0,-15.384615384615385,25.0,False,False
clustered,10,43,550042,S-shape,56.0,94.0,74.0,20.0,-27.027027027027028,67.85714285714286,False,False
clustered,10,43,550042,Return,56.0,94.0,94.0,0.0,0.0,67.85714285714286,False,True
clustered,10,43,550042,Largest Gap,56.0,94.0,56.0,38.0,-67.85714285714286,67.85714285714286,False,False
clustered,10,44,550043,S-shape,68.0,96.0,78.0,18.0,-23.076923076923077,41.17647058823529,False,False
clustered,10,44,550043,Return,68.0,96.0,96.0,0.0,0.0,41.17647058823529,False,True
clustered,10,44,550043,Largest Gap,68.0,96.0,68.0,28.0,-41.17647058823529,41.17647058823529,False,False
clustered,10,45,550044,S-shape,50.0,62.0,66.0,-4.0,6.0606060606060606,24.0,True,False
clustered,10,45,550044,Return,50.0,62.0,62.0,0.0,0.0,24.0,False,True
clustered,10,45,550044,Largest Gap,50.0,62.0,56.0,6.0,-10.714285714285714,24.0,False,False
clustered,10,46,550045,S-shape,48.0,70.0,62.0,8.0,-12.903225806451612,45.83333333333333,False,False
clustered,10,46,550045,Return,48.0,70.0,70.0,0.0,0.0,45.83333333333333,False,True
clustered,10,46,550045,Largest Gap,48.0,70.0,48.0,22.0,-45.83333333333333,45.83333333333333,False,False
clustered,10,47,550046,S-shape,40.0,54.0,40.0,14.0,-35.0,35.0,False,False
clustered,10,47,550046,Return,40.0,54.0,54.0,0.0,0.0,35.0,False,True
clustered,10,47,550046,Largest Gap,40.0,54.0,40.0,14.0,-35.0,35.0,False,False
clustered,10,49,550048,S-shape,56.0,78.0,70.0,8.0,-11.428571428571429,39.285714285714285,False,False
clustered,10,49,550048,Return,56.0,78.0,78.0,0.0,0.0,39.285714285714285,False,True
clustered,10,49,550048,Largest Gap,56.0,78.0,60.0,18.0,-30.0,39.285714285714285,False,False
clustered,10,50,550049,S-shape,66.0,86.0,82.0,4.0,-4.878048780487805,30.303030303030305,False,False
clustered,10,50,550049,Return,66.0,86.0,86.0,0.0,0.0,30.303030303030305,False,True
clustered,10,50,550049,Largest Gap,66.0,86.0,66.0,20.0,-30.303030303030305,30.303030303030305,False,False
clustered,15,1,560000,S-shape,68.0,92.0,78.0,14.0,-17.94871794871795,35.294117647058826,False,False
clustered,15,1,560000,Return,68.0,92.0,92.0,0.0,0.0,35.294117647058826,False,True
clustered,15,1,560000,Largest Gap,68.0,92.0,70.0,22.0,-31.428571428571427,35.294117647058826,False,False
clustered,15,7,560006,S-shape,56.0,86.0,70.0,16.0,-22.857142857142858,53.57142857142857,False,False
clustered,15,7,560006,Return,56.0,86.0,86.0,0.0,0.0,53.57142857142857,False,True
clustered,15,7,560006,Largest Gap,56.0,86.0,56.0,30.0,-53.57142857142857,53.57142857142857,False,False
clustered,15,8,560007,S-shape,66.0,94.0,74.0,20.0,-27.027027027027028,42.42424242424242,False,False
clustered,15,8,560007,Return,66.0,94.0,94.0,0.0,0.0,42.42424242424242,False,True
clustered,15,8,560007,Largest Gap,66.0,94.0,68.0,26.0,-38.23529411764706,42.42424242424242,False,False
clustered,15,10,560009,S-shape,60.0,78.0,70.0,8.0,-11.428571428571429,30.0,False,False
clustered,15,10,560009,Return,60.0,78.0,78.0,0.0,0.0,30.0,False,True
clustered,15,10,560009,Largest Gap,60.0,78.0,64.0,14.0,-21.875,30.0,False,False
clustered,15,11,560010,S-shape,66.0,82.0,78.0,4.0,-5.128205128205128,24.242424242424242,False,False
clustered,15,11,560010,Return,66.0,82.0,82.0,0.0,0.0,24.242424242424242,False,True
clustered,15,11,560010,Largest Gap,66.0,82.0,70.0,12.0,-17.142857142857142,24.242424242424242,False,False
clustered,15,13,560012,S-shape,62.0,76.0,78.0,-2.0,2.564102564102564,22.58064516129032,True,False
clustered,15,13,560012,Return,62.0,76.0,76.0,0.0,0.0,22.58064516129032,False,True
clustered,15,13,560012,Largest Gap,62.0,76.0,62.0,14.0,-22.58064516129032,22.58064516129032,False,False
clustered,15,14,560013,S-shape,66.0,90.0,74.0,16.0,-21.62162162162162,36.36363636363637,False,False
clustered,15,14,560013,Return,66.0,90.0,90.0,0.0,0.0,36.36363636363637,False,True
clustered,15,14,560013,Largest Gap,66.0,90.0,66.0,24.0,-36.36363636363637,36.36363636363637,False,False
clustered,15,16,560015,S-shape,54.0,72.0,66.0,6.0,-9.090909090909092,33.33333333333333,False,False
clustered,15,16,560015,Return,54.0,72.0,72.0,0.0,0.0,33.33333333333333,False,True
clustered,15,16,560015,Largest Gap,54.0,72.0,54.0,18.0,-33.33333333333333,33.33333333333333,False,False
clustered,15,17,560016,S-shape,72.0,102.0,82.0,20.0,-24.390243902439025,41.66666666666667,False,False
clustered,15,17,560016,Return,72.0,102.0,102.0,0.0,0.0,41.66666666666667,False,True
